Resource, Numa, Start, End, Duration, Explicit, Aff, Strict, Tag, Name
16, 2, 1527065180164096933, 1527065180177933861, 13836928, 1, 2, 1, 2, init
17, 2, 1527065180164879671, 1527065180178643944, 13764273, 1, 2, 1, 2, init
37, 4, 1527065180165458547, 1527065180174533327, 9074780, 1, 2, 1, 4, init
38, 4, 1527065180165487713, 1527065180176853051, 11365338, 1, 2, 1, 4, init
35, 4, 1527065180165661913, 1527065180175165783, 9503870, 1, 2, 1, 4, init
61, 7, 1527065180165739897, 1527065180180221678, 14481781, 1, 2, 1, 7, init
34, 4, 1527065180166502078, 1527065180176046084, 9544006, 1, 2, 1, 4, init
33, 4, 1527065180166762015, 1527065180176381565, 9619550, 1, 2, 1, 4, init
32, 4, 1527065180166978288, 1527065180176386830, 9408542, 1, 2, 1, 4, init
39, 4, 1527065180167178166, 1527065180176489203, 9311037, 1, 2, 1, 4, init
36, 4, 1527065180167326336, 1527065180175903482, 8577146, 1, 2, 1, 4, init
58, 7, 1527065180169688480, 1527065180186350938, 16662458, 1, 2, 1, 7, init
59, 7, 1527065180170019415, 1527065180186707528, 16688113, 1, 2, 1, 7, init
62, 7, 1527065180170584626, 1527065180185392012, 14807386, 1, 2, 1, 7, init
60, 7, 1527065180170654967, 1527065180185557643, 14902676, 1, 2, 1, 7, init
63, 7, 1527065180170843437, 1527065180186103812, 15260375, 1, 2, 1, 7, init
21, 2, 1527065180171811738, 1527065180185187741, 13376003, 1, 2, 1, 2, init
52, 6, 1527065180171891249, 1527065180182393989, 10502740, 1, 2, 1, 6, init
50, 6, 1527065180172364120, 1527065180183500596, 11136476, 1, 2, 1, 6, init
49, 6, 1527065180172369526, 1527065180181541709, 9172183, 1, 2, 1, 6, init
53, 6, 1527065180172485642, 1527065180180991888, 8506246, 1, 2, 1, 6, init
51, 6, 1527065180172926016, 1527065180181998176, 9072160, 1, 2, 1, 6, init
29, 3, 1527065180172985040, 1527065180186612484, 13627444, 1, 2, 1, 3, init
54, 6, 1527065180173043009, 1527065180181784313, 8741304, 1, 2, 1, 6, init
56, 7, 1527065180173126786, 1527065180188493553, 15366767, 1, 2, 1, 7, init
57, 7, 1527065180173348195, 1527065180188896146, 15547951, 1, 2, 1, 7, init
45, 5, 1527065180173653288, 1527065180189591370, 15938082, 1, 2, 1, 5, init
28, 3, 1527065180173838499, 1527065180189376264, 15537765, 1, 2, 1, 3, init
25, 3, 1527065180174015207, 1527065180187983820, 13968613, 1, 2, 1, 3, init
55, 6, 1527065180174206588, 1527065180183427935, 9221347, 1, 2, 1, 6, init
48, 6, 1527065180174243006, 1527065180183526879, 9283873, 1, 2, 1, 6, init
47, 5, 1527065180174405049, 1527065180191201959, 16796910, 1, 2, 1, 5, init
37, 4, 1527065180174547477, 1527065180183505641, 8958164, 1, 2, 1, 4, init
46, 5, 1527065180174881788, 1527065180189476463, 14594675, 1, 2, 1, 5, init
41, 5, 1527065180175018352, 1527065180189587415, 14569063, 1, 2, 1, 5, init
27, 3, 1527065180175058897, 1527065180188887146, 13828249, 1, 2, 1, 3, init
44, 5, 1527065180175143390, 1527065180188990927, 13847537, 1, 2, 1, 5, init
35, 4, 1527065180175176846, 1527065180186303852, 11127006, 1, 2, 1, 4, init
42, 5, 1527065180175268322, 1527065180189909573, 14641251, 1, 2, 1, 5, init
30, 3, 1527065180175413943, 1527065180188874754, 13460811, 1, 2, 1, 3, init
43, 5, 1527065180175463217, 1527065180189738405, 14275188, 1, 2, 1, 5, init
26, 3, 1527065180175509078, 1527065180189310003, 13800925, 1, 2, 1, 3, init
20, 2, 1527065180175763539, 1527065180190307114, 14543575, 1, 2, 1, 2, init
36, 4, 1527065180175919835, 1527065180184541461, 8621626, 1, 2, 1, 4, init
19, 2, 1527065180176029799, 1527065180188440481, 12410682, 1, 2, 1, 2, init
34, 4, 1527065180176065000, 1527065180185438015, 9373015, 1, 2, 1, 4, init
40, 5, 1527065180176065299, 1527065180190629478, 14564179, 1, 2, 1, 5, init
23, 2, 1527065180176274965, 1527065180188778962, 12503997, 1, 2, 1, 2, init
24, 3, 1527065180176288230, 1527065180189469297, 13181067, 1, 2, 1, 3, init
33, 4, 1527065180176398290, 1527065180185597554, 9199264, 1, 2, 1, 4, init
32, 4, 1527065180176419988, 1527065180185951179, 9531191, 1, 2, 1, 4, init
39, 4, 1527065180176515612, 1527065180185747516, 9231904, 1, 2, 1, 4, init
38, 4, 1527065180176890027, 1527065180185876878, 8986851, 1, 2, 1, 4, init
31, 3, 1527065180176937247, 1527065180189979134, 13041887, 1, 2, 1, 3, init
18, 2, 1527065180176948137, 1527065180188897871, 11949734, 1, 2, 1, 2, init
22, 2, 1527065180177209653, 1527065180188656302, 11446649, 1, 2, 1, 2, init
16, 2, 1527065180177946779, 1527065180189694720, 11747941, 1, 2, 1, 2, init
17, 2, 1527065180178659207, 1527065180190031882, 11372675, 1, 2, 1, 2, init
61, 7, 1527065180180243146, 1527065180193390607, 13147461, 1, 2, 1, 7, init
53, 6, 1527065180181025224, 1527065180192893932, 11868708, 1, 2, 1, 6, init
49, 6, 1527065180181552981, 1527065180195751134, 14198153, 1, 2, 1, 6, init
54, 6, 1527065180181796415, 1527065180194480578, 12684163, 1, 2, 1, 6, init
51, 6, 1527065180182006819, 1527065180195265928, 13259109, 1, 2, 1, 6, init
52, 6, 1527065180182404262, 1527065180194620373, 12216111, 1, 2, 1, 6, init
55, 6, 1527065180183442825, 1527065180197534243, 14091418, 1, 2, 1, 6, init
50, 6, 1527065180183514286, 1527065180197698619, 14184333, 1, 2, 1, 6, init
37, 4, 1527065180183519466, 1527065180195861053, 12341587, 1, 2, 1, 4, init
48, 6, 1527065180183544127, 1527065180198000190, 14456063, 1, 2, 1, 6, init
36, 4, 1527065180184552761, 1527065180198267813, 13715052, 1, 2, 1, 4, init
21, 2, 1527065180185206006, 1527065180193866462, 8660456, 1, 2, 1, 2, init
62, 7, 1527065180185409041, 1527065180198652035, 13242994, 1, 2, 1, 7, init
34, 4, 1527065180185463192, 1527065180199496717, 14033525, 1, 2, 1, 4, init
60, 7, 1527065180185580801, 1527065180198780341, 13199540, 1, 2, 1, 7, init
33, 4, 1527065180185608464, 1527065180199923278, 14314814, 1, 2, 1, 4, init
39, 4, 1527065180185761026, 1527065180200291491, 14530465, 1, 2, 1, 4, init
38, 4, 1527065180185909441, 1527065180200440826, 14531385, 1, 2, 1, 4, init
32, 4, 1527065180185965252, 1527065180200433408, 14468156, 1, 2, 1, 4, init
63, 7, 1527065180186114469, 1527065180197768259, 11653790, 1, 2, 1, 7, init
35, 4, 1527065180186316835, 1527065180201564184, 15247349, 1, 2, 1, 4, init
58, 7, 1527065180186371041, 1527065180198231848, 11860807, 1, 2, 1, 7, init
29, 3, 1527065180186630325, 1527065180196151782, 9521457, 1, 2, 1, 3, init
59, 7, 1527065180186728353, 1527065180198515860, 11787507, 1, 2, 1, 7, init
25, 3, 1527065180188015013, 1527065180199521280, 11506267, 1, 2, 1, 3, init
19, 2, 1527065180188455686, 1527065180198970933, 10515247, 1, 2, 1, 2, init
56, 7, 1527065180188502728, 1527065180199613099, 11110371, 1, 2, 1, 7, init
22, 2, 1527065180188682888, 1527065180198376990, 9694102, 1, 2, 1, 2, init
23, 2, 1527065180188791541, 1527065180199083228, 10291687, 1, 2, 1, 2, init
27, 3, 1527065180188898484, 1527065180199167319, 10268835, 1, 2, 1, 3, init
30, 3, 1527065180188900436, 1527065180198572488, 9672052, 1, 2, 1, 3, init
18, 2, 1527065180188911751, 1527065180198366374, 9454623, 1, 2, 1, 2, init
57, 7, 1527065180188925294, 1527065180200074135, 11148841, 1, 2, 1, 7, init
44, 5, 1527065180189035845, 1527065180199199032, 10163187, 1, 2, 1, 5, init
26, 3, 1527065180189317846, 1527065180199810156, 10492310, 1, 2, 1, 3, init
28, 3, 1527065180189428837, 1527065180199043791, 9614954, 1, 2, 1, 3, init
24, 3, 1527065180189483870, 1527065180199779204, 10295334, 1, 2, 1, 3, init
46, 5, 1527065180189486023, 1527065180201801830, 12315807, 1, 2, 1, 5, init
41, 5, 1527065180189606588, 1527065180200443477, 10836889, 1, 2, 1, 5, init
45, 5, 1527065180189610156, 1527065180199640411, 10030255, 1, 2, 1, 5, init
16, 2, 1527065180189705577, 1527065180200030450, 10324873, 1, 2, 1, 2, init
43, 5, 1527065180189748765, 1527065180200612737, 10863972, 1, 2, 1, 5, init
42, 5, 1527065180189920488, 1527065180200936637, 11016149, 1, 2, 1, 5, init
31, 3, 1527065180189994333, 1527065180200157857, 10163524, 1, 2, 1, 3, init
17, 2, 1527065180190048208, 1527065180200561955, 10513747, 1, 2, 1, 2, init
20, 2, 1527065180190322412, 1527065180200328724, 10006312, 1, 2, 1, 2, init
40, 5, 1527065180190638329, 1527065180201358041, 10719712, 1, 2, 1, 5, init
47, 5, 1527065180191218828, 1527065180201810274, 10591446, 1, 2, 1, 5, init
53, 6, 1527065180192913577, 1527065180206523678, 13610101, 1, 2, 1, 6, init
61, 7, 1527065180193412182, 1527065180203789160, 10376978, 1, 2, 1, 7, init
21, 2, 1527065180193894998, 1527065180204155346, 10260348, 1, 2, 1, 2, init
54, 6, 1527065180194490406, 1527065180210509196, 16018790, 1, 2, 1, 6, init
52, 6, 1527065180194632160, 1527065180207635290, 13003130, 1, 2, 1, 6, init
51, 6, 1527065180195280305, 1527065180208479937, 13199632, 1, 2, 1, 6, init
49, 6, 1527065180195767317, 1527065180208925004, 13157687, 1, 2, 1, 6, init
37, 4, 1527065180195873208, 1527065180208395723, 12522515, 1, 2, 1, 4, init
29, 3, 1527065180196173045, 1527065180208135894, 11962849, 1, 2, 1, 3, init
55, 6, 1527065180197544586, 1527065180210177908, 12633322, 1, 2, 1, 6, init
50, 6, 1527065180197708271, 1527065180210171716, 12463445, 1, 2, 1, 6, init
63, 7, 1527065180197788357, 1527065180211442967, 13654610, 1, 2, 1, 7, init
48, 6, 1527065180198012340, 1527065180210619802, 12607462, 1, 2, 1, 6, init
58, 7, 1527065180198242388, 1527065180211670715, 13428327, 1, 2, 1, 7, init
36, 4, 1527065180198300127, 1527065180212304580, 14004453, 1, 2, 1, 4, init
18, 2, 1527065180198379585, 1527065180210803961, 12424376, 1, 2, 1, 2, init
22, 2, 1527065180198385015, 1527065180208139128, 9754113, 1, 2, 1, 2, init
59, 7, 1527065180198526910, 1527065180211029776, 12502866, 1, 2, 1, 7, init
30, 3, 1527065180198583266, 1527065180213063541, 14480275, 1, 2, 1, 3, init
62, 7, 1527065180198668054, 1527065180210896633, 12228579, 1, 2, 1, 7, init
60, 7, 1527065180198797229, 1527065180210303872, 11506643, 1, 2, 1, 7, init
19, 2, 1527065180198981478, 1527065180208780694, 9799216, 1, 2, 1, 2, init
28, 3, 1527065180199054385, 1527065180210824760, 11770375, 1, 2, 1, 3, init
23, 2, 1527065180199093350, 1527065180209049845, 9956495, 1, 2, 1, 2, init
27, 3, 1527065180199191400, 1527065180211936025, 12744625, 1, 2, 1, 3, init
44, 5, 1527065180199218202, 1527065180210280513, 11062311, 1, 2, 1, 5, init
34, 4, 1527065180199513075, 1527065180210917842, 11404767, 1, 2, 1, 4, init
25, 3, 1527065180199533393, 1527065180211791027, 12257634, 1, 2, 1, 3, init
56, 7, 1527065180199622021, 1527065180211506950, 11884929, 1, 2, 1, 7, init
45, 5, 1527065180199652481, 1527065180212367094, 12714613, 1, 2, 1, 5, init
24, 3, 1527065180199809517, 1527065180212608944, 12799427, 1, 2, 1, 3, init
26, 3, 1527065180199825980, 1527065180212334920, 12508940, 1, 2, 1, 3, init
33, 4, 1527065180199939206, 1527065180211274207, 11335001, 1, 2, 1, 4, init
16, 2, 1527065180200039150, 1527065180209741120, 9701970, 1, 2, 1, 2, init
57, 7, 1527065180200092034, 1527065180212591140, 12499106, 1, 2, 1, 7, init
31, 3, 1527065180200172150, 1527065180212644452, 12472302, 1, 2, 1, 3, init
39, 4, 1527065180200301377, 1527065180211418539, 11117162, 1, 2, 1, 4, init
20, 2, 1527065180200338509, 1527065180209116848, 8778339, 1, 2, 1, 2, init
32, 4, 1527065180200445856, 1527065180211679138, 11233282, 1, 2, 1, 4, init
41, 5, 1527065180200453275, 1527065180212173829, 11720554, 1, 2, 1, 5, init
38, 4, 1527065180200458062, 1527065180211293994, 10835932, 1, 2, 1, 4, init
17, 2, 1527065180200573625, 1527065180210479817, 9906192, 1, 2, 1, 2, init
43, 5, 1527065180200625560, 1527065180211901205, 11275645, 1, 2, 1, 5, init
42, 5, 1527065180200945018, 1527065180212835817, 11890799, 1, 2, 1, 5, init
40, 5, 1527065180201368296, 1527065180213023309, 11655013, 1, 2, 1, 5, init
35, 4, 1527065180201591065, 1527065180212164121, 10573056, 1, 2, 1, 4, init
46, 5, 1527065180201813412, 1527065180213094318, 11280906, 1, 2, 1, 5, init
47, 5, 1527065180201838248, 1527065180213647495, 11809247, 1, 2, 1, 5, init
61, 7, 1527065180203814106, 1527065180216275809, 12461703, 1, 2, 1, 7, init
21, 2, 1527065180204175651, 1527065180212931372, 8755721, 1, 2, 1, 2, init
53, 6, 1527065180206542825, 1527065180217588142, 11045317, 1, 2, 1, 6, init
52, 6, 1527065180207667242, 1527065180220238542, 12571300, 1, 2, 1, 6, init
29, 3, 1527065180208156887, 1527065180218035418, 9878531, 1, 2, 1, 3, init
22, 2, 1527065180208172204, 1527065180217070292, 8898088, 1, 2, 1, 2, init
37, 4, 1527065180208432854, 1527065180219041919, 10609065, 1, 2, 1, 4, init
51, 6, 1527065180208494796, 1527065180221056012, 12561216, 1, 2, 1, 6, init
19, 2, 1527065180208793428, 1527065180218035418, 9241990, 1, 2, 1, 2, init
49, 6, 1527065180208960392, 1527065180222043363, 13082971, 1, 2, 1, 6, init
23, 2, 1527065180209061655, 1527065180218433934, 9372279, 1, 2, 1, 2, init
20, 2, 1527065180209147034, 1527065180217613475, 8466441, 1, 2, 1, 2, init
16, 2, 1527065180209778886, 1527065180219189836, 9410950, 1, 2, 1, 2, init
55, 6, 1527065180210207037, 1527065180224392611, 14185574, 1, 2, 1, 6, init
50, 6, 1527065180210216381, 1527065180223857663, 13641282, 1, 2, 1, 6, init
44, 5, 1527065180210307874, 1527065180220607151, 10299277, 1, 2, 1, 5, init
60, 7, 1527065180210320662, 1527065180223554695, 13234033, 1, 2, 1, 7, init
17, 2, 1527065180210498324, 1527065180220338678, 9840354, 1, 2, 1, 2, init
54, 6, 1527065180210526206, 1527065180223633550, 13107344, 1, 2, 1, 6, init
48, 6, 1527065180210631488, 1527065180224582292, 13950804, 1, 2, 1, 6, init
28, 3, 1527065180210837012, 1527065180222151250, 11314238, 1, 2, 1, 3, init
18, 2, 1527065180210842869, 1527065180220395691, 9552822, 1, 2, 1, 2, init
62, 7, 1527065180210903909, 1527065180224231669, 13327760, 1, 2, 1, 7, init
34, 4, 1527065180210933471, 1527065180224412908, 13479437, 1, 2, 1, 4, init
59, 7, 1527065180211042434, 1527065180222212911, 11170477, 1, 2, 1, 7, init
33, 4, 1527065180211286169, 1527065180224170957, 12884788, 1, 2, 1, 4, init
38, 4, 1527065180211312207, 1527065180223743743, 12431536, 1, 2, 1, 4, init
39, 4, 1527065180211427131, 1527065180224277469, 12850338, 1, 2, 1, 4, init
63, 7, 1527065180211455384, 1527065180222373027, 10917643, 1, 2, 1, 7, init
56, 7, 1527065180211523201, 1527065180222728021, 11204820, 1, 2, 1, 7, init
32, 4, 1527065180211690120, 1527065180224488948, 12798828, 1, 2, 1, 4, init
58, 7, 1527065180211695390, 1527065180222379510, 10684120, 1, 2, 1, 7, init
25, 3, 1527065180211822205, 1527065180221573831, 9751626, 1, 2, 1, 3, init
43, 5, 1527065180211912216, 1527065180224296746, 12384530, 1, 2, 1, 5, init
27, 3, 1527065180211948897, 1527065180221575726, 9626829, 1, 2, 1, 3, init
35, 4, 1527065180212175130, 1527065180225399276, 13224146, 1, 2, 1, 4, init
41, 5, 1527065180212189242, 1527065180222639641, 10450399, 1, 2, 1, 5, init
36, 4, 1527065180212316798, 1527065180225139460, 12822662, 1, 2, 1, 4, init
26, 3, 1527065180212365409, 1527065180221947882, 9582473, 1, 2, 1, 3, init
45, 5, 1527065180212381068, 1527065180222113562, 9732494, 1, 2, 1, 5, init
57, 7, 1527065180212605922, 1527065180223138000, 10532078, 1, 2, 1, 7, init
24, 3, 1527065180212620028, 1527065180222069411, 9449383, 1, 2, 1, 3, init
31, 3, 1527065180212655245, 1527065180222131251, 9476006, 1, 2, 1, 3, init
42, 5, 1527065180212867580, 1527065180223318978, 10451398, 1, 2, 1, 5, init
21, 2, 1527065180212938437, 1527065180221985121, 9046684, 1, 2, 1, 2, init
40, 5, 1527065180213037077, 1527065180223455335, 10418258, 1, 2, 1, 5, init
30, 3, 1527065180213096205, 1527065180222309861, 9213656, 1, 2, 1, 3, init
46, 5, 1527065180213124674, 1527065180222877759, 9753085, 1, 2, 1, 5, init
47, 5, 1527065180213655026, 1527065180223658093, 10003067, 1, 2, 1, 5, init
61, 7, 1527065180216284439, 1527065180225473975, 9189536, 1, 2, 1, 7, init
22, 2, 1527065180217091773, 1527065180226402156, 9310383, 1, 2, 1, 2, init
53, 6, 1527065180217604638, 1527065180231896795, 14292157, 1, 2, 1, 6, init
20, 2, 1527065180217645652, 1527065180226348970, 8703318, 1, 2, 1, 2, init
29, 3, 1527065180218046726, 1527065180226970998, 8924272, 1, 2, 1, 3, init
19, 2, 1527065180218053514, 1527065180227373983, 9320469, 1, 2, 1, 2, init
23, 2, 1527065180218444882, 1527065180227951635, 9506753, 1, 2, 1, 2, init
37, 4, 1527065180219056666, 1527065180232946850, 13890184, 1, 2, 1, 4, init
16, 2, 1527065180219200920, 1527065180228626254, 9425334, 1, 2, 1, 2, init
52, 6, 1527065180220258708, 1527065180235328896, 15070188, 1, 2, 1, 6, init
17, 2, 1527065180220372460, 1527065180230011365, 9638905, 1, 2, 1, 2, init
18, 2, 1527065180220410719, 1527065180229863343, 9452624, 1, 2, 1, 2, init
44, 5, 1527065180220626921, 1527065180229455111, 8828190, 1, 2, 1, 5, init
51, 6, 1527065180221065847, 1527065180234805599, 13739752, 1, 2, 1, 6, init
25, 3, 1527065180221593196, 1527065180233130373, 11537177, 1, 2, 1, 3, init
27, 3, 1527065180221593218, 1527065180231071665, 9478447, 1, 2, 1, 3, init
26, 3, 1527065180221979737, 1527065180231886260, 9906523, 1, 2, 1, 3, init
21, 2, 1527065180222000922, 1527065180230793600, 8792678, 1, 2, 1, 2, init
49, 6, 1527065180222056243, 1527065180235735154, 13678911, 1, 2, 1, 6, init
24, 3, 1527065180222082019, 1527065180231664227, 9582208, 1, 2, 1, 3, init
45, 5, 1527065180222125773, 1527065180233354491, 11228718, 1, 2, 1, 5, init
31, 3, 1527065180222140832, 1527065180231783448, 9642616, 1, 2, 1, 3, init
28, 3, 1527065180222174119, 1527065180230984013, 8809894, 1, 2, 1, 3, init
59, 7, 1527065180222234865, 1527065180232379080, 10144215, 1, 2, 1, 7, init
30, 3, 1527065180222323524, 1527065180231574790, 9251266, 1, 2, 1, 3, init
63, 7, 1527065180222382801, 1527065180234445133, 12062332, 1, 2, 1, 7, init
58, 7, 1527065180222422114, 1527065180233152619, 10730505, 1, 2, 1, 7, init
41, 5, 1527065180222699119, 1527065180233078194, 10379075, 1, 2, 1, 5, init
56, 7, 1527065180222740989, 1527065180233256573, 10515584, 1, 2, 1, 7, init
46, 5, 1527065180222889467, 1527065180232682068, 9792601, 1, 2, 1, 5, init
57, 7, 1527065180223153422, 1527065180234227439, 11074017, 1, 2, 1, 7, init
42, 5, 1527065180223332374, 1527065180233784919, 10452545, 1, 2, 1, 5, init
40, 5, 1527065180223466866, 1527065180233590234, 10123368, 1, 2, 1, 5, init
60, 7, 1527065180223579001, 1527065180234032848, 10453847, 1, 2, 1, 7, init
47, 5, 1527065180223668343, 1527065180233875728, 10207385, 1, 2, 1, 5, init
54, 6, 1527065180223668371, 1527065180236883409, 13215038, 1, 2, 1, 6, init
38, 4, 1527065180223761306, 1527065180238943462, 15182156, 1, 2, 1, 4, init
50, 6, 1527065180223869358, 1527065180237271432, 13402074, 1, 2, 1, 6, init
33, 4, 1527065180224182467, 1527065180237598239, 13415772, 1, 2, 1, 4, init
62, 7, 1527065180224246659, 1527065180235149880, 10903221, 1, 2, 1, 7, init
39, 4, 1527065180224291837, 1527065180237986842, 13695005, 1, 2, 1, 4, init
43, 5, 1527065180224312871, 1527065180234483991, 10171120, 1, 2, 1, 5, init
55, 6, 1527065180224400609, 1527065180237963097, 13562488, 1, 2, 1, 6, init
34, 4, 1527065180224432114, 1527065180238329494, 13897380, 1, 2, 1, 4, init
32, 4, 1527065180224504747, 1527065180238285679, 13780932, 1, 2, 1, 4, init
48, 6, 1527065180224592635, 1527065180238214278, 13621643, 1, 2, 1, 6, init
36, 4, 1527065180225152612, 1527065180238148044, 12995432, 1, 2, 1, 4, init
35, 4, 1527065180225414161, 1527065180238999719, 13585558, 1, 2, 1, 4, init
61, 7, 1527065180225492109, 1527065180236763467, 11271358, 1, 2, 1, 7, init
20, 2, 1527065180226362383, 1527065180234859351, 8496968, 1, 2, 1, 2, init
22, 2, 1527065180226414200, 1527065180235496627, 9082427, 1, 2, 1, 2, init
29, 3, 1527065180226981783, 1527065180235872608, 8890825, 1, 2, 1, 3, init
19, 2, 1527065180227389561, 1527065180236842887, 9453326, 1, 2, 1, 2, init
23, 2, 1527065180227959887, 1527065180237690009, 9730122, 1, 2, 1, 2, init
16, 2, 1527065180228646515, 1527065180238268520, 9622005, 1, 2, 1, 2, init
44, 5, 1527065180229476374, 1527065180238981630, 9505256, 1, 2, 1, 5, init
18, 2, 1527065180229873278, 1527065180239478624, 9605346, 1, 2, 1, 2, init
17, 2, 1527065180230022109, 1527065180239917551, 9895442, 1, 2, 1, 2, init
21, 2, 1527065180230806110, 1527065180239663801, 8857691, 1, 2, 1, 2, init
28, 3, 1527065180230998603, 1527065180242341169, 11342566, 1, 2, 1, 3, init
27, 3, 1527065180231101807, 1527065180240757927, 9656120, 1, 2, 1, 3, init
30, 3, 1527065180231595363, 1527065180240873866, 9278503, 1, 2, 1, 3, init
24, 3, 1527065180231677607, 1527065180241348850, 9671243, 1, 2, 1, 3, init
31, 3, 1527065180231793486, 1527065180241473552, 9680066, 1, 2, 1, 3, init
26, 3, 1527065180231902353, 1527065180241898105, 9995752, 1, 2, 1, 3, init
53, 6, 1527065180231940373, 1527065180243441659, 11501286, 1, 2, 1, 6, init
59, 7, 1527065180232435583, 1527065180243391848, 10956265, 1, 2, 1, 7, init
46, 5, 1527065180232697198, 1527065180244821259, 12124061, 1, 2, 1, 5, init
37, 4, 1527065180232961338, 1527065180245741350, 12780012, 1, 2, 1, 4, init
41, 5, 1527065180233089192, 1527065180243034857, 9945665, 1, 2, 1, 5, init
25, 3, 1527065180233150446, 1527065180243010027, 9859581, 1, 2, 1, 3, init
58, 7, 1527065180233167784, 1527065180247258569, 14090785, 1, 2, 1, 7, init
56, 7, 1527065180233267506, 1527065180244736954, 11469448, 1, 2, 1, 7, init
45, 5, 1527065180233385688, 1527065180242712284, 9326596, 1, 2, 1, 5, init
40, 5, 1527065180233631171, 1527065180243731829, 10100658, 1, 2, 1, 5, init
42, 5, 1527065180233798274, 1527065180244054929, 10256655, 1, 2, 1, 5, init
47, 5, 1527065180233882863, 1527065180243776505, 9893642, 1, 2, 1, 5, init
60, 7, 1527065180234042852, 1527065180244408389, 10365537, 1, 2, 1, 7, init
57, 7, 1527065180234267630, 1527065180245401124, 11133494, 1, 2, 1, 7, init
63, 7, 1527065180234473716, 1527065180245392658, 10918942, 1, 2, 1, 7, init
43, 5, 1527065180234494839, 1527065180244318656, 9823817, 1, 2, 1, 5, init
51, 6, 1527065180234828073, 1527065180248639830, 13811757, 1, 2, 1, 6, init
20, 2, 1527065180234879223, 1527065180243622583, 8743360, 1, 2, 1, 2, init
62, 7, 1527065180235168336, 1527065180245655345, 10487009, 1, 2, 1, 7, init
52, 6, 1527065180235354601, 1527065180245894349, 10539748, 1, 2, 1, 6, init
22, 2, 1527065180235508053, 1527065180244925911, 9417858, 1, 2, 1, 2, init
49, 6, 1527065180235749295, 1527065180246972865, 11223570, 1, 2, 1, 6, init
29, 3, 1527065180235909007, 1527065180245175045, 9266038, 1, 2, 1, 3, init
61, 7, 1527065180236775102, 1527065180246584353, 9809251, 1, 2, 1, 7, init
19, 2, 1527065180236873641, 1527065180246321824, 9448183, 1, 2, 1, 2, init
54, 6, 1527065180236893832, 1527065180248386404, 11492572, 1, 2, 1, 6, init
50, 6, 1527065180237287111, 1527065180248680588, 11393477, 1, 2, 1, 6, init
33, 4, 1527065180237611198, 1527065180251870020, 14258822, 1, 2, 1, 4, init
23, 2, 1527065180237730768, 1527065180247539550, 9808782, 1, 2, 1, 2, init
55, 6, 1527065180237975777, 1527065180248989850, 11014073, 1, 2, 1, 6, init
39, 4, 1527065180237998835, 1527065180249513000, 11514165, 1, 2, 1, 4, init
36, 4, 1527065180238155347, 1527065180249099919, 10944572, 1, 2, 1, 4, init
48, 6, 1527065180238222126, 1527065180249992462, 11770336, 1, 2, 1, 6, init
16, 2, 1527065180238277360, 1527065180248002637, 9725277, 1, 2, 1, 2, init
32, 4, 1527065180238294026, 1527065180249932188, 11638162, 1, 2, 1, 4, init
34, 4, 1527065180238341142, 1527065180249924974, 11583832, 1, 2, 1, 4, init
38, 4, 1527065180238959789, 1527065180250040158, 11080369, 1, 2, 1, 4, init
44, 5, 1527065180238995283, 1527065180248074755, 9079472, 1, 2, 1, 5, init
35, 4, 1527065180239014858, 1527065180250485864, 11471006, 1, 2, 1, 4, init
18, 2, 1527065180239495509, 1527065180249444325, 9948816, 1, 2, 1, 2, init
21, 2, 1527065180239692964, 1527065180248749525, 9056561, 1, 2, 1, 2, init
17, 2, 1527065180239925683, 1527065180249865315, 9939632, 1, 2, 1, 2, init
27, 3, 1527065180240784017, 1527065180252550328, 11766311, 1, 2, 1, 3, init
30, 3, 1527065180240888863, 1527065180250188830, 9299967, 1, 2, 1, 3, init
24, 3, 1527065180241378771, 1527065180251027137, 9648366, 1, 2, 1, 3, init
31, 3, 1527065180241482679, 1527065180251182373, 9699694, 1, 2, 1, 3, init
26, 3, 1527065180241906501, 1527065180251834830, 9928329, 1, 2, 1, 3, init
28, 3, 1527065180242363245, 1527065180251191973, 8828728, 1, 2, 1, 3, init
45, 5, 1527065180242727277, 1527065180254593128, 11865851, 1, 2, 1, 5, init
25, 3, 1527065180243020475, 1527065180252687273, 9666798, 1, 2, 1, 3, init
41, 5, 1527065180243049791, 1527065180252990949, 9941158, 1, 2, 1, 5, init
59, 7, 1527065180243416321, 1527065180253249357, 9833036, 1, 2, 1, 7, init
53, 6, 1527065180243460940, 1527065180254491832, 11030892, 1, 2, 1, 6, init
20, 2, 1527065180243637246, 1527065180252500265, 8863019, 1, 2, 1, 2, init
40, 5, 1527065180243741719, 1527065180253717077, 9975358, 1, 2, 1, 5, init
47, 5, 1527065180243796895, 1527065180253742520, 9945625, 1, 2, 1, 5, init
42, 5, 1527065180244068220, 1527065180254249650, 10181430, 1, 2, 1, 5, init
43, 5, 1527065180244346586, 1527065180254149430, 9802844, 1, 2, 1, 5, init
60, 7, 1527065180244423959, 1527065180256172777, 11748818, 1, 2, 1, 7, init
56, 7, 1527065180244756806, 1527065180254744588, 9987782, 1, 2, 1, 7, init
46, 5, 1527065180244841507, 1527065180254295286, 9453779, 1, 2, 1, 5, init
22, 2, 1527065180244936504, 1527065180254292746, 9356242, 1, 2, 1, 2, init
29, 3, 1527065180245188016, 1527065180254209333, 9021317, 1, 2, 1, 3, init
57, 7, 1527065180245415319, 1527065180255530182, 10114863, 1, 2, 1, 7, init
